,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Outlier,Latitude,Longitude,Address,City,State,ZipCode
378,530,2016,NonResidential,Warehouse,Magnum Building,Ballard,1941,1.0,2.0,63240,0,63240,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63240.0,,,,,,100.0,3.599999905,6.599999905,227566.7031,0.0,85409.0,142158.0,0.0,8.15,0.13,,47.66724,-122.38553,5422 Shilshole Avenue Nw,Seattle,WA,98107
382,532,2015,NonResidential,Other,Ballard Blocks,Ballard,2008,1.0,5.0,322869,182454,140415,"Parking, Retail Store",Parking,182454.0,Retail Store,130744.0,,,,,129.4,306.4,16917964.0,0.0,10670743.0,6247664.0,0.0,406.2,1.12,, 47.66256332, -122.37516785, 1416 Nw 46Th St, Seattle, WA,98107
379,532,2016,NonResidential,Other,Ballard Blocks I,Ballard,2008,1.0,5.0,322869,182454,140415,"Parking, Retail Store",Parking,182454.0,Retail Store,130744.0,,,,,130.6999969,308.3999939,17085344.0,0.0,10708106.0,6377238.0,0.0,413.35,1.28,,47.66233,-122.3748,1416 Nw 46Th St,Seattle,WA,98107
383,533,2015,NonResidential,"Self-Storage Facility
",Public Storage Mini-Storage,Magnolia / Queen Anne,1988,1.0,4.0,130293,23400,106893,"Parking, Self-Storage Facility",Self-Storage Facility,130293.0,Parking,8800.0,,,,,3.9,12.2,505559.0,0.0,505580.0,0.0,0.0,3.52,0.01,, 47.64716297, -122.3757914, 3000 15Th Ave W, Seattle, WA,98119
380,533,2016,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,Magnolia / Queen Anne,1988,1.0,4.0,130293,23400,106893,"Parking, Self-Storage Facility",Self-Storage Facility,130293.0,Parking,8800.0,,,,,3.599999905,11.19999981,465533.3125,0.0,465533.0,0.0,0.0,3.25,0.02,,47.64676,-122.37581,3000 15Th Ave West,Seattle,WA,98119
384,534,2015,NonResidential,Non-Refrigerated Warehouse,Bolt Modern Storage Qa,Magnolia / Queen Anne,1997,1.0,4.0,106041,0,106041,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106041.0,,,,,,93.0,10.5,26.3,1118392.0,0.0,770699.0,347725.0,0.0,23.84,0.19,, 47.65563392, -122.3747028, 1300 W Nickerson St, Seattle, WA,98119
381,534,2016,NonResidential,Warehouse,Nickerson Street Self  Storage,Magnolia / Queen Anne,1997,1.0,4.0,106041,0,106041,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106041.0,,,,,,94.0,10.60000038,25.70000076,1123943.0,0.0,739343.0,384600.0,0.0,25.58,0.24,,47.65567,-122.37478,1300 W. Nickerson Street,Seattle,WA,98119
385,536,2015,NonResidential,"Self-Storage Facility
",Magnolia Self Storage,Magnolia / Queen Anne,1956,1.0,3.0,94470,0,94470,Self-Storage Facility,Self-Storage Facility,94470.0,,,,,,,9.8,19.4,922041.0,0.0,412857.0,509201.0,0.0,29.92,0.3,, 47.63631236, -122.3754702, 1900 15Th Ave W, Seattle, WA,98119
382,536,2016,NonResidential,Self-Storage Facility,Magnolia Bridge Self Storage,Magnolia / Queen Anne,1956,1.0,3.0,94470,0,94470,Self-Storage Facility,Self-Storage Facility,94470.0,,,,,,,10.60000038,20.70000076,1000796.875,0.0,432859.0,567938.0,0.0,33.18,0.35,,47.63634,-122.3754,1900 15Th Ave W.,Seattle,WA,98119
386,538,2015,NonResidential,Large Office,5Th & Jackson Building,Downtown,2002,1.0,10.0,181694,38186,143508,"Office, Other, Parking",Office,153364.0,Parking,24421.0,Other,2155.0,,86.0,51.9,162.9,8070420.0,0.0,8070756.0,0.0,0.0,56.26,0.12,, 47.59964099, -122.3279455, 315 5Th Ave S, Seattle, WA,98104
383,538,2016,NonResidential,Large Office,Fifth And Jackson,Downtown,2002,1.0,10.0,181694,38186,143508,"Office, Other, Parking",Office,150840.0,Parking,26946.0,Other,2155.0,,88.0,49.90000153,156.8000031,7637986.0,0.0,7637985.0,0.0,0.0,53.25,0.29,,47.59963,-122.32796,315 Fifth Avenue,Seattle,WA,98104
387,539,2015,NonResidential,Retail Store,University Center,Northeast,1987,1.0,2.0,69492,0,69492,"Other, Retail Store",Retail Store,69800.0,Other,0.0,,,,100.0,5.9,18.4,408513.0,0.0,408530.0,0.0,0.0,2.85,0.02,Low Outlier, 47.66172585, -122.3179607, 4500 9Th Ave Ne, Seattle, WA,98105
388,540,2015,NonResidential,Non-Refrigerated Warehouse,Nwcp Bldg K,Greater Duwamish,1966,1.0,1.0,22780,0,22780,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22780.0,,,,,,30.0,18.8,59.0,427697.0,0.0,427715.0,0.0,0.0,2.98,0.05,, 47.54728272, -122.325775, 6136 6Th Ave S, Seattle, WA,98108
385,540,2016,NonResidential,Warehouse,Nwcp-Sea Bldg K,Greater Duwamish,1966,1.0,1.0,22780,0,22780,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22780.0,,,,,,33.0,17.60000038,55.40000153,402051.3125,0.0,402051.0,0.0,0.0,2.8,0.12,,47.54769,-122.3251,6136 6Th Ave S,Seattle,WA,98108
389,543,2015,NonResidential,"Distribution Center
",Seattle Distribution Center Bldg 1,Greater Duwamish,1967,1.0,1.0,124472,0,124472,"Distribution Center, Parking",Distribution Center,124423.0,Parking,0.0,,,,92.0,19.7,32.9,2457017.0,0.0,725614.0,1731432.0,0.0,97.01,0.75,, 47.54218643, -122.329036, 6701 E Marginal Way S, Seattle, WA,98108
386,543,2016,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,Greater Duwamish,1967,1.0,1.0,124472,0,124472,"Distribution Center, Parking",Distribution Center,124423.0,Parking,0.0,,,,62.0,43.90000153,65.40000153,5464762.0,0.0,1145957.0,4318805.0,0.0,237.36,1.91,,47.54187,-122.32714,6701-6795 E. Marginal Way S.,Seattle,WA,98168
390,544,2015,NonResidential,"Distribution Center
",Seattle Distribution Center Bldg 2,Greater Duwamish,1967,1.0,1.0,50065,0,50065,"Distribution Center, Parking",Distribution Center,49918.0,Parking,0.0,,,,71.0,29.4,65.7,1465535.0,0.0,834114.0,631456.0,0.0,39.35,0.71,, 47.54218643, -122.329036, 6755 E Marginal Way S, Seattle, WA,98108
388,544,2016,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,Greater Duwamish,1967,1.0,1.0,50065,0,50065,"Distribution Center, Parking",Distribution Center,49918.0,Parking,0.0,,,,72.0,30.60000038,67.19999695,1529510.25,0.0,836261.0,693249.0,0.0,42.65,0.85,,47.54187,-122.32714,6701-6797 E Marginal Way S.,Seattle,WA,98168
391,545,2015,NonResidential,"Distribution Center
",Glacier Northwest,Greater Duwamish,1969,1.0,1.0,57540,0,57540,Distribution Center,Distribution Center,57540.0,,,,,,29.0,32.7,89.2,1878979.0,0.0,1510598.0,368443.0,0.0,30.1,0.41,, 47.54621444, -122.334819, 6335 1St Ave S, Seattle, WA,98134
389,545,2016,NonResidential,Distribution Center,Glacier Northwest (6335 1St Ave S),Greater Duwamish,1969,1.0,1.0,57540,0,57540,Distribution Center,Distribution Center,57540.0,,,,,,26.0,44.90000153,94.69999695,2582687.0,0.0,1310981.0,1271706.0,0.0,76.68,1.33,,47.54621,-122.33486,6335 1St Ave S,Seattle,WA,98108
392,546,2015,NonResidential,Non-Refrigerated Warehouse,Nw Corporate Park,Greater Duwamish,1966,1.0,1.0,85400,0,85400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,85400.0,,,,,,47.0,18.7,58.6,1593187.0,0.0,1593253.0,0.0,0.0,11.11,0.05,, 47.54851596, -122.3276771, 410 S Front St, Seattle, WA,98108
390,546,2016,NonResidential,Warehouse,Nwcp-Sea Bldg A,Greater Duwamish,1966,1.0,1.0,85400,0,85400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,85400.0,,,,,,49.0,18.0,56.5,1536998.25,0.0,1536998.0,0.0,0.0,10.72,0.13,,47.54853,-122.32814,410 S Front Street,Seattle,WA,98108
393,547,2015,NonResidential,Non-Refrigerated Warehouse,Nw Corporate Park,Greater Duwamish,1966,1.0,1.0,55700,0,55700,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,55700.0,,,,,,62.0,9.6,30.1,533078.0,0.0,533100.0,0.0,0.0,3.72,0.03,, 47.54851596, -122.3276771, 6001 6Th Ave S, Seattle, WA,98108
391,547,2016,NonResidential,Warehouse,Nwcp-Sea Bldg B,Greater Duwamish,1966,1.0,1.0,55700,0,55700,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,55700.0,,,,,,63.0,9.300000191,29.29999924,519806.0938,0.0,519806.0,0.0,0.0,3.62,0.06,,47.54912,-122.32819,6001 6Th Ave S,Seattle,WA,98108
394,548,2015,NonResidential,Small- and Mid-Sized Office,Resource Center,Greater Duwamish,1964,1.0,1.0,53250,0,53250,"Office, Parking",Office,52759.0,Parking,0.0,,,,92.0,41.6,88.3,2196718.0,0.0,1125340.0,1071424.0,0.0,64.75,1.13,, 47.54966924, -122.3276807, 5933 6Th Ave S, Seattle, WA,98108
392,548,2016,NonResidential,Small- and Mid-Sized Office,Resource Center,Greater Duwamish,1964,1.0,1.0,53250,0,53250,"Office, Parking",Office,52759.0,Parking,0.0,,,,96.0,34.0,77.19999695,1794187.25,0.0,1048173.0,746014.0,0.0,46.93,0.88,,47.54965,-122.3278,5933 6Th Ave S,Seattle,WA,98108
395,549,2015,NonResidential,Small- and Mid-Sized Office,400 Mercer Street Office Building,Magnolia / Queen Anne,1987,1.0,6.0,78672,28427,50245,,,,,,,,,95.0,34.5,94.5,2713722.0,0.0,2194927.0,518886.0,0.0,42.86,0.42,, 47.62483876, -122.3485262, 400 Mercer St, Seattle, WA,98109
393,549,2016,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,Magnolia / Queen Anne,1987,1.0,6.0,78672,28427,50245,Office,Office,78672.0,,,,,,98.0,27.70000076,79.30000305,2179719.75,0.0,1888502.0,291217.0,0.0,28.63,0.36,,47.62476,-122.34843,400 Mercer Street,Seattle,WA,98109
396,550,2015,NonResidential,Non-Refrigerated Warehouse,Public Storage,Northwest,1986,1.0,3.0,64660,0,64660,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,64660.0,,,,,,88.0,5.3,13.6,340270.0,0.0,248981.0,91300.0,0.0,6.58,0.09,, 47.71285067, -122.3442059, 11512 Aurora Ave N, Seattle, WA,98133
394,550,2016,NonResidential,Warehouse,21517-Seattle / Aurora Ave N,Northwest,1986,1.0,3.0,64660,0,64660,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,64660.0,,,,,,89.0,5.0,13.0,325513.0,0.0,237813.0,87700.0,0.0,6.32,0.1,,47.71286,-122.34422,11512 Aurora Avenue N,Seattle,WA,98133
397,551,2015,NonResidential,Mixed Use Property,Richmark Printing,East,1927,1.0,2.0,75844,19928,55916,"Office, Other, Parking",Other,28442.0,Office,28441.0,Parking,18961.0,,,63.9,192.4,3635600.0,0.0,3410872.0,224869.0,0.0,35.72,0.28,, 47.6156585, -122.3174495, 1110 E Pine St, Seattle, WA,98122
395,551,2016,NonResidential,Mixed Use Property,Richmark Label,East,1927,1.0,2.0,75844,19928,55916,"Office, Other, Parking",Other,28442.0,Office,28441.0,Parking,18961.0,,,64.80000305,193.1999969,3684188.5,0.0,3406851.0,277337.0,0.0,38.48,0.51,,47.61552,-122.31744,1110 East Pine Street,Seattle,WA,98122
398,552,2015,NonResidential,"Distribution Center
",South Seattle Distribution Center- 3800,Greater Duwamish,1968,1.0,1.0,161678,0,161678,Distribution Center,Distribution Center,174227.0,,,,,,27.0,53.1,132.9,9245102.0,0.0,6430979.0,2814388.0,0.0,194.3,1.03,, 47.57009819, -122.333388, 3800 1St Ave S, Seattle, WA,98134
396,552,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3800,Greater Duwamish,1968,1.0,1.0,161678,0,161678,Distribution Center,Distribution Center,162425.0,,,,,,25.0,57.59999847,142.0,9357230.0,0.0,6332002.0,3025227.0,0.0,204.81,1.27,,47.5701,-122.33342,3800 1St Avenue South,Seattle,WA,98134
399,553,2015,NonResidential,"Distribution Center
",South Seattle Distribution Center- 3844,Greater Duwamish,1949,1.0,1.0,101101,0,101101,Distribution Center,Distribution Center,101101.0,,,,,,1.0,233.6,732.5,23612824.0,0.0,23573999.0,39804.0,0.0,166.45,0.64,, 47.56875906, -122.33309, 3844 1St Ave S, Seattle, WA,98134
397,553,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3844,Greater Duwamish,1949,1.0,1.0,101101,0,101101,Distribution Center,Distribution Center,101101.0,,,,,,1.0,215.6000061,676.5999756,21795830.0,0.0,21779250.0,16577.0,0.0,152.71,1.51,,47.56874,-122.33303,3844 1St Ave S,Seattle,WA,98134
400,554,2015,NonResidential,"Distribution Center
",South Seattle Distribution Center- 3601,Greater Duwamish,1980,1.0,1.0,52613,0,52613,Distribution Center,Distribution Center,52613.0,,,,,,77.0,18.9,40.2,992738.0,0.0,513849.0,478910.0,0.0,29.02,0.51,, 47.57021636, -122.332386, 3601 2Nd Ave S, Seattle, WA,98134
398,554,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3601,Greater Duwamish,1980,1.0,1.0,52613,0,52613,Distribution Center,Distribution Center,59504.0,,,,,,80.0,17.79999924,37.29999924,1061458.25,0.0,527872.0,533586.0,0.0,32.02,0.61,,47.57023,-122.33241,3601 2Nd Ave S,Seattle,WA,98134
401,555,2015,NonResidential,Other,Cascade Designs Inc,Greater Duwamish,1940,1.0,1.0,56608,0,56608,"Office, Other",Other,45340.0,Office,11520.0,,,,,92.1,259.3,5234454.0,0.0,4423773.0,810864.0,0.0,73.9,0.97,, 47.56784433, -122.3336582, 4000 1St Ave S, Seattle, WA,98134
399,555,2016,NonResidential,Other,Cascade Designs Inc. ( Yosemite ),Greater Duwamish,1940,1.0,1.0,56608,0,56608,"Office, Other",Other,45340.0,Office,11520.0,,,,,89.59999847,250.3999939,5094197.0,0.0,4253264.0,840932.0,0.0,74.31,1.31,,47.56785,-122.33361,4000 1St Ave. South,Seattle,WA,98134
402,556,2015,NonResidential,Refrigerated Warehouse,Seattle Produce Terminal (Charlies),Greater Duwamish,1953,1.0,1.0,104099,0,104099,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,100000.0,Office,4099.0,Parking,0.0,,,170.2,524.7,17714332.0,0.0,17237239.0,477808.0,0.0,145.54,0.69,, 47.56652481, -122.3327126, 4103 2Nd Ave S, Seattle, WA,98134
400,556,2016,NonResidential,Refrigerated Warehouse,Charlies Produce,Greater Duwamish,1953,1.0,1.0,104099,0,104099,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,100000.0,Office,4099.0,Parking,0.0,,,170.0,525.5,17695420.0,0.0,17283711.0,411705.0,0.0,142.36,1.37,,47.56637,-122.33273,4103 2Nd Ave South,Seattle,WA,98134
403,557,2015,NonResidential,Supermarket/Grocery Store,Safeway Store # 1845 (Formerly 3389),Northwest,2003,1.0,1.0,48117,7450,40667,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,0.0,,,,48.0,269.2,599.9,13924967.0,0.0,7850393.0,6074900.0,0.0,377.36,7.14,, 47.69270472, -122.3550623, 8704 Greenwood Ave N, Seattle, WA,98103
401,557,2016,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,Northwest,2003,1.0,1.0,58184,7450,50734,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,0.0,,,,41.0,284.5,620.2000122,14715262.0,0.0,7956442.0,6758820.0,0.0,414.43,7.12,,47.69267,-122.35506,8704 Greenwood Ave N,Seattle,WA,98103
404,558,2015,NonResidential,Supermarket/Grocery Store,Q.F.C. & Dollar Store,North,1980,1.0,1.0,58480,0,58480,Supermarket/Grocery Store,Supermarket/Grocery Store,44431.0,,,,,,39.0,262.0,570.7,11639369.0,0.0,6285540.0,5354091.0,0.0,328.17,5.15,, 47.73314624, -122.3105194, 1549 Ne 145Th St, Seattle, WA,98155
402,558,2016,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,North,1980,1.0,1.0,58480,0,58480,Supermarket/Grocery Store,Supermarket/Grocery Store,44431.0,,,,,,37.0,248.8000031,581.9000244,11054535.0,0.0,6817771.0,4236763.0,0.0,272.54,4.66,,47.73315,-122.3105,1531 Ne 145Th Street,Seattle,WA,98155
405,559,2015,NonResidential,Large Office,Yale & Thomas,Lake Union,1981,1.0,4.0,186971,0,186971,"Office, Parking",Office,186977.0,Parking,115477.0,,,,86.0,67.7,179.1,12662456.0,0.0,9657951.0,3004906.0,0.0,226.92,0.99,, 47.6212428, -122.3297865, 325 Eastlake Ave E, Seattle, WA,98109
406,560,2015,NonResidential,Non-Refrigerated Warehouse,Evergreen Whlsle Florist (Demolished),Lake Union,1955,1.0,1.0,66968,0,66968,,,,,,,,,1.0,23.5,73.8,1575581.0,0.0,1573323.0,2323.0,0.0,11.09,0.06,, 47.62145274, -122.3311285, 1255 Harrison St, Seattle, WA,98109
407,561,2015,NonResidential,Large Office,Alley 24 East,Lake Union,2005,1.0,6.0,336700,124800,211900,"Office, Parking, Retail Store",Office,193420.0,Parking,124620.0,Retail Store,6180.0,,94.0,48.6,152.6,9697866.0,0.0,9698269.0,0.0,0.0,67.61,0.08,, 47.61985503, -122.33048111, 209 Yale Ave N, Seattle, WA,98109
403,561,2016,NonResidential,Large Office,Alley24,Lake Union,2005,1.0,6.0,336700,124800,211900,"Office, Parking, Retail Store",Office,217977.0,Parking,4569.0,Retail Store,0.0,,95.0,41.59999847,113.5,9058916.0,0.0,7877393.0,0.0,0.0,54.92,0.16,,47.62029,-122.33078,221 Yale Avenue North,Seattle,WA,98109
408,562,2015,NonResidential,Retail Store,Rei - Seattle,Lake Union,1996,1.0,4.0,270723,159994,110729,Retail Store,Retail Store,98863.0,,,,,,40.0,101.4,265.8,10020111.0,0.0,7537824.0,2482600.0,0.0,184.4,0.56,, 47.62035862, -122.3297037, 222 Yale Ave N, Seattle, WA,98109
404,562,2016,NonResidential,Retail Store,011-Seattle,Lake Union,1996,1.0,4.0,264008,159994,104014,Retail Store,Retail Store,98863.0,,,,,,42.0,100.5,260.0,9937707.0,0.0,7307906.0,2629800.0,0.0,190.61,0.72,,47.62,-122.33027,222 Yale Ave. N.,Seattle,WA,98109
409,563,2015,NonResidential,Small- and Mid-Sized Office,1130 Building,Central,1914,1.0,2.0,62220,0,62220,"Office, Other - Services, Parking",Office,60676.0,Parking,13780.0,Other - Services,1324.0,,33.0,86.7,271.8,5375518.0,0.0,5362730.0,13009.0,0.0,38.08,0.24,, 47.59283131, -122.3087491, 1130 Rainier Ave S, Seattle, WA,98144
405,563,2016,NonResidential,Small- and Mid-Sized Office,Darigold Hq,Central,1914,1.0,2.0,62220,0,62220,"Office, Other - Services, Parking",Office,60676.0,Parking,13780.0,Other - Services,1324.0,,32.0,87.80000305,275.2999878,5444253.5,0.0,5431426.0,12827.0,0.0,38.55,0.62,,47.59367,-122.30957,1130 Rainier Ave S,Seattle,WA,98144
410,564,2015,NonResidential,Small- and Mid-Sized Office,900 Poplar Building,Greater Duwamish,1970,1.0,1.0,65430,0,65430,"Office, Other",Office,60732.0,Other,8142.0,,,,92.0,41.5,92.9,2855545.0,0.0,1625316.0,1230296.0,0.0,76.67,1.06,, 47.59364401, -122.3109277, 900 Poplar Pl S, Seattle, WA,98144
406,564,2016,NonResidential,Small- and Mid-Sized Office,Poplar Building,Greater Duwamish,1970,1.0,1.0,65430,0,65430,"Office, Other",Office,60732.0,Other,8142.0,,,,89.0,46.20000076,100.3000031,3181045.5,0.0,1705793.0,1475252.0,0.0,90.24,1.38,,47.59388,-122.31124,900 Poplar Pl S.,Seattle,WA,98144
411,565,2015,NonResidential,Large Office,Northcut Landing,Northeast,2006,1.0,3.0,102290,42440,59850,"Office, Parking",Office,83715.0,Parking,18575.0,,,,28.0,70.7,218.4,5917000.0,0.0,5775674.0,141566.0,0.0,47.78,0.22,, 47.66514721, -122.3018094, 4915 25Th Ave Ne, Seattle, WA,98105
407,565,2016,NonResidential,Large Office,Northcut Landing,Northeast,2006,1.0,3.0,102290,42440,59850,"Office, Parking",Office,83715.0,Parking,18575.0,,,,26.0,72.40000153,223.6999969,6062770.5,0.0,5913177.0,149593.0,0.0,49.17,0.48,,47.66517,-122.30186,4915 25Th Ave Ne,Seattle,WA,98105
412,566,2015,NonResidential,Other,Centurylink: East Co,Central,1926,1.0,3.0,80004,0,80004,Other,Other,74864.0,,,,,,,190.6,598.3,14265421.0,0.0,14266014.0,0.0,0.0,99.45,0.48,, 47.61448142, -122.3098028, 1708 E Pike St, Seattle, WA,98122
408,566,2016,NonResidential,Other,Pike St,Central,1926,1.0,3.0,80004,0,80004,Other,Other,74864.0,,,,,,,163.3999939,513.0,12232124.0,0.0,12232122.0,0.0,0.0,85.28,1.07,,47.6144,-122.30982,1708 E Pike St,Seattle,WA,98122
413,568,2015,NonResidential,Non-Refrigerated Warehouse,K2 And Iron Mountain (Seattle 4),Greater Duwamish,1991,1.0,2.0,323916,0,323916,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,263528.0,Office,60388.0,,,,81.0,34.9,69.4,11289052.0,0.0,5086203.0,6203058.0,0.0,364.9,1.06,, 47.56415346, -122.3275518, 4201 6Th Ave S, Seattle, WA,98108
409,568,2016,NonResidential,Warehouse,K2 And Iron Mountain (Seattle 4),Greater Duwamish,1991,1.0,2.0,323916,0,323916,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,263528.0,Office,60388.0,,,,92.0,24.79999924,48.90000153,8024064.5,0.0,3548085.0,4475979.0,0.0,262.45,0.81,,47.56407,-122.32765,4201 6Th Ave S,Seattle,WA,98108
414,569,2015,NonResidential,Large Office,Pacific Tower,Greater Duwamish,1932,1.0,14.0,304052,0,304052,"Medical Office, Office, Parking",Office,230140.0,Parking,156487.0,Medical Office,72830.0,"2010, 2008",86.0,52.3,153.1,15843743.0,0.0,14232265.0,1612071.0,0.0,184.83,0.41,, 47.59282532, -122.3168305, 1200 12Th Ave S, Seattle, WA,98144
410,569,2016,NonResidential,Mixed Use Property,Pacific Tower,Greater Duwamish,1932,1.0,14.0,304052,0,304052,"Medical Office, Office, Parking",Office,218918.0,Parking,156487.0,Medical Office,84051.89844,20102008,66.0,69.40000153,202.8999939,21027396.0,0.0,18843504.0,2183891.0,0.0,247.35,0.81,,47.5928,-122.31599,1200 12Th Avenue South,Seattle,WA,98144
415,570,2015,NonResidential,Small- and Mid-Sized Office,Northwest Bldg,Lake Union,1978,1.0,4.0,85385,31210,54175,"Data Center, Office, Parking",Office,50235.0,Parking,25525.0,Data Center,2875.0,,77.0,92.4,290.0,4904803.0,0.0,4905005.0,0.0,0.0,34.19,0.15,, 47.64039142, -122.326242, 2323 Eastlake Ave E, Seattle, WA,98102
411,570,2016,NonResidential,Small- and Mid-Sized Office,Northwest Building,Lake Union,1978,1.0,4.0,85385,31210,54175,"Data Center, Office, Parking",Office,50235.0,Parking,25525.0,Data Center,2875.0,,,91.40000153,287.0,4855036.5,0.0,4855036.0,0.0,0.0,33.85,0.4,,47.64037,-122.32626,2323 Eastlake Ave E,Seattle,WA,98102
416,571,2015,NonResidential,"Distribution Center
",Northwest Center Industries,Greater Duwamish,1989,1.0,2.0,98024,0,98024,"Distribution Center, Office",Distribution Center,63896.0,Office,33712.0,,,,77.0,33.1,81.4,3228330.0,0.0,2178171.0,1050250.0,0.0,70.96,0.63,, 47.53692799, -122.3326807, 7272 1St Ave S, Seattle, WA,98108
412,571,2016,NonResidential,Distribution Center,Northwest Center Industries,Greater Duwamish,1989,1.0,2.0,98024,0,98024,"Distribution Center, Office",Distribution Center,63896.0,Office,33712.0,,,,94.0,20.39999962,50.79999924,1988334.5,0.0,1373037.0,615298.0,0.0,42.25,0.43,,47.53687,-122.33316,7272 W. Marginal Way S.,Seattle,WA,98108
417,572,2015,NonResidential,Mixed Use Property,Bright Horizons,Lake Union,1928,1.0,1.0,65000,15000,50000,"Office, Other, Parking",Office,20000.0,Parking,15000.0,Other,10000.0,,,78.7,198.6,2361088.0,0.0,1664583.0,696574.0,0.0,48.6,0.64,, 47.62386402, -122.3308079, 1275 Mercer St, Seattle, WA,98109
413,572,2016,NonResidential,Mixed Use Property,Bright Horizons,Lake Union,1928,1.0,1.0,65000,15000,50000,"Office, Other, Parking",Office,20000.0,Parking,15000.0,Other,10000.0,,,86.80000305,203.5,2603931.25,0.0,1612547.0,991384.0,0.0,63.89,0.98,,47.62405,-122.33084,1275 Mercer St,Seattle,WA,98109
418,573,2015,NonResidential,Large Office,Eastlake & Roy - Yale Campus,Lake Union,1990,1.0,5.0,144573,66620,77953,"Office, Parking",Office,78521.0,Parking,66650.0,,,,56.0,69.1,216.9,5424718.0,0.0,5424944.0,0.0,0.0,37.82,0.1,, 47.62492806, -122.3297812, 617 Eastlake Ave E, Seattle, WA,98109
414,573,2016,NonResidential,Large Office,617 Eastlake,Lake Union,1990,1.0,5.0,144573,66620,77953,"Office, Parking",Office,78521.0,Parking,66650.0,,,,62.0,65.40000153,205.3000031,5135040.0,0.0,5135039.0,0.0,0.0,35.8,0.25,,47.62488,-122.33007,617 Eastlake Ave E,Seattle,WA,98109
419,574,2015,NonResidential,Retail Store,Macys - Northgate,North,1950,1.0,2.0,302812,0,302812,Retail Store,Retail Store,302812.0,,,,,,97.0,23.6,64.1,7133767.0,0.0,5702886.0,1431117.0,0.0,115.76,0.3,, 47.70592963, -122.3257763, 401 Ne Northgate Way, Seattle, WA,98125
415,574,2016,NonResidential,Retail Store,(71371A) Northgate Macy'S,North,1950,1.0,2.0,302812,0,302812,Retail Store,Retail Store,302812.0,,,,,,97.0,24.10000038,63.90000153,7290824.5,0.0,5590290.0,1700534.0,0.0,129.29,0.43,,47.70759,-122.3255,401 Ne Northgate Way,Seattle,WA,98125
420,575,2015,NonResidential,Small- and Mid-Sized Office,Northway Square East,Northwest,1974,1.0,5.0,86400,0,86400,Office,Office,78200.0,,,,,,57.0,107.5,221.2,8404370.0,0.0,4053774.0,4350763.0,0.0,259.33,2.8,, 47.70744968, -122.3317136, 2150 N 107Th St, Seattle, WA,98133
416,575,2016,NonResidential,Small- and Mid-Sized Office,Northway Square East,Northwest,1974,1.0,5.0,86400,0,86400,Office,Office,78200.0,,,,,,53.0,116.0999985,231.1999969,9080022.0,0.0,4089680.0,4990341.0,0.0,293.55,3.4,,47.70744,-122.33171,2150 N 107Th St,Seattle,WA,98133
421,576,2015,NonResidential,Other,Northgate Village Retail,North,1969,1.0,2.0,98539,0,98539,Strip Mall,Strip Mall,98539.0,,,,,,,58.0,178.4,5711553.0,0.0,5540629.0,171153.0,0.0,47.71,0.24,, 47.7094017, -122.3203319, 818 Ne Northgate Way, Seattle, WA,98125
